Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
4005edd35f6ee50c33263e3dc1a955ff350bb4edba89e1ceab410eb2feb0b09b,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.061607,51.553844,On or near Mariner Road,E01003576,Newham 002A,Bicycle theft,Investigation complete; no suspect identified,
6041419d3385d79fba4157a4f9341778a79462a9c38fc33739e2aa0feeea5aa8,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.060301,51.554937,On or near Ilford Hill,E01003576,Newham 002A,Bicycle theft,Status update unavailable,
8e08ebb05ea9e825d54ae2ad23677fa1337a87fcc3827940ceebd0936589e475,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.018912,51.547734,On or near Earlham Grove,E01003557,Newham 006D,Bicycle theft,Investigation complete; no suspect identified,
216132e730cf6f00a092896a3f18810cfcdb7fac478b40d20c13914571710996,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.032378,51.546000,On or near St Dunstan'S Road,E01003567,Newham 007D,Bicycle theft,Status update unavailable,
3217ba5092c82df852e16cca0a67b48300515034023fafb9b5a06961ce57cca5,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.021643,51.546536,On or near Sprowston Mews,E01003558,Newham 008B,Bicycle theft,Investigation complete; no suspect identified,
21dfcdde64ef6c98e6f7e549d83d6ea4a4c7e87986c4bde651be5fac624a6c78,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.026423,51.543765,On or near Studley Road,E01003558,Newham 008B,Bicycle theft,Status update unavailable,
a19496c609733203bc8b4692d121149c291415006ad7f962390d4d99bdbff68f,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.029313,51.542906,On or near Grosvenor Road,E01003571,Newham 008D,Bicycle theft,Investigation complete; no suspect identified,
a44df0ae5ff75b3dd86ae3711aff4f8d21791badf9fca1bf9d45ebcc1891755c,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.049294,51.540814,On or near Tennyson Avenue,E01003531,Newham 010C,Bicycle theft,Investigation complete; no suspect identified,
f867529669423b8a652a8669e15a2fb02eebbaa2e811563142bf7772fe61da90,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.000102,51.542701,On or near Service Route No 3,E01003617,Newham 012B,Bicycle theft,Status update unavailable,
16a5d1d25f36a20f08cc764f26b574a4cbc338b25f9ebf6d3f3a6acd01003d92,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.000783,51.540860,On or near Further/Higher Educational Building,E01003617,Newham 012B,Bicycle theft,Status update unavailable,
a0d608f4a24de71e8efef6f3879a389c0cc8ff38add4a78f8e6dd1c9b015c03b,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.001899,51.541641,On or near Conference/Exhibition Centre,E01003617,Newham 012B,Bicycle theft,Investigation complete; no suspect identified,
3d5705f4cd97f3bc7b7e8862529ff2b19117245f68d63811f06bd61adc161881,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.001544,51.543077,On or near Theatre/Concert Hall,E01003617,Newham 012B,Bicycle theft,Court result unavailable,
b09d953c6f14bc7623e4f4740d8142748529ddacf83cceb41521080554ae7d5f,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.001431,51.543789,On or near Oxford Road,E01003617,Newham 012B,Bicycle theft,Investigation complete; no suspect identified,
0efe826fd434edaf8fbf1b40f1b51070a2f37e8dc7ed1d7413b572fdda5dce93,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.000783,51.540860,On or near Further/Higher Educational Building,E01003617,Newham 012B,Bicycle theft,Status update unavailable,
8dbedfbbbbe5a98cf6c32b2aadfc9ae02107feab50fa29927859b606032f23dc,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.000886,51.540942,On or near Parking Area,E01003617,Newham 012B,Bicycle theft,Investigation complete; no suspect identified,
1d92a8ceac5cd738fa1894dc20e100a7fbb9f5dcea0d371bc7432552944120f7,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.005677,51.542611,On or near Litchfield Avenue,E01003618,Newham 012C,Bicycle theft,Status update unavailable,
b86be2f77f29bf4de65e66751558217a78e6ac59d47d76eb788367ef217056c6,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.005677,51.542611,On or near Litchfield Avenue,E01003618,Newham 012C,Bicycle theft,Status update unavailable,
edcba4b410084a7fb5fe88e30b82a065322185fd01601b66c624c4a728d207c6,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.002819,51.541248,On or near Broadway,E01003619,Newham 012D,Bicycle theft,Status update unavailable,
733aa724cd6823c2992b8b2314f3b98ddd0fc84294c96171aa6c5c7343c8df91,2016-10,Metropolitan Police Service,Metropolitan Police Service,0.002694,51.541349,On or near Broadway,E01003619,Newham 012D,Bicycle theft,Status update unavailable,
ed5a34617bcfd99b185fe0ed944d6faefb01df66070ce47f5dd9c4e3024c56be,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.011765,51.538169,On or near Park/Open Space,E01033578,Newham 013E,Bicycle theft,Offender given a caution,
cdcb85277764a9d429e94847f4dc6f9aee3e8db36a40ac682d0e84d340904f7c,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.011765,51.538169,On or near Park/Open Space,E01033578,Newham 013E,Bicycle theft,Status update unavailable,
54c7e7d248c9bb256ea278df65d38c3aa7c012fee6a9fa9b93139b9cc31d8881,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.002028,51.541870,On or near Meridian Square,E01033583,Newham 013G,Bicycle theft,Investigation complete; no suspect identified,
88323c78e27bf6d57bf1846e037a9de95ba760951f1137c55320b3ab4cee5508,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.009573,51.547097,On or near Sports/Recreation Area,E01033583,Newham 013G,Bicycle theft,Status update unavailable,
ea5156df15600a94c0ebb9074e18f6d1ec35c60ba682d4278749eca46a4c23a7,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.002028,51.541870,On or near Meridian Square,E01033583,Newham 013G,Bicycle theft,Status update unavailable,
f05ea4331659718964ad57fdb51c1b7dbf6a2654fc51d8d02f4604333d87fbe2,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.001951,51.540340,On or near Station Street,E01033583,Newham 013G,Bicycle theft,Investigation complete; no suspect identified,
657b8fe7b47cf57355859ac930f516d3c3881015b357abab73a04ab6a8671770,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.009573,51.547097,On or near Sports/Recreation Area,E01033583,Newham 013G,Bicycle theft,Investigation complete; no suspect identified,
0cfe283982128dd165af0f14d7712ba6b1db472fccd1cdefb70dbe0652074df1,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.009573,51.547097,On or near Sports/Recreation Area,E01033583,Newham 013G,Bicycle theft,Status update unavailable,
19d4a9f30b3ff712ce3205c7727ba93f5dd6cecc20fd4cab871ba0dd4d429a2c,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.002028,51.541870,On or near Meridian Square,E01033583,Newham 013G,Bicycle theft,Investigation complete; no suspect identified,
01af8f4814de9832e4a0b6f6db36ed9fa95f093050588c13ebc3b4ad1c606c03,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.002028,51.541870,On or near Meridian Square,E01033583,Newham 013G,Bicycle theft,Status update unavailable,
4cfa2eb3917734095f2905ced02866a8da564b233597a1b422ddd3c6c51ca8a2,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.002028,51.541870,On or near Meridian Square,E01033583,Newham 013G,Bicycle theft,Investigation complete; no suspect identified,
b2e1debdc0a4d9f38076fb2da9810926352ecabc1c5cf0c680593999da566003,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.002028,51.541870,On or near Meridian Square,E01033583,Newham 013G,Bicycle theft,Investigation complete; no suspect identified,
e0ae3bdedcdfeac3605630afff25e8f96faea6cf62898f16b4412f6489bc5cee,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.014507,51.550715,On or near Pedestrian Subway,E01033583,Newham 013G,Bicycle theft,Investigation complete; no suspect identified,
fb1030d095c377ec39dce219fb0d69d68866383adb1253b43437ebed19331491,2016-10,Metropolitan Police Service,Metropolitan Police Service,-0.002028,51.541870,On or near Meridian Square,E01033583,Newham 013G,Bicycle theft,Investigation complete; no suspect identified,
